name,description,cuisinePrimary,cuisineSecondary,address_full,phone,website,latitude,longitude,rating,reviewCount,priceRange,features
"Maria + Bonita","","","","Rua Waldemar Nery Carneiro Monteiro 320 Rcr Rio Das Ostras, Recife, Pernambuco 51030-140","","","-8.135928","-34.912163",3.5,2,"",""
"Mariana Parini Dolci & Cioccolato","","","","Estrada Do Encanamento, 480, Recife, Pernambuco","+5581981285253","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27309118-Reviews-Mariana_Parini_Dolci_Cioccolato-Recife_State_of_Pernambuco.html","-8.031346","-34.914673",-1,-1,"",""
"Marroquim Bar","","Pub","","Rua do Apolo 174 Jd Maria Eugenia, Recife, Pernambuco 50030-220","","","-8.06117","-34.87209",4,2,"",""
"Marurão Comedoria","Somos especialistas em frutos do mar e comidas regionais. Trabalhamos também com delivery para toda Zona Norte e buffet para eventos.","Bar","","Avenida Norte Miguel Arraes de Alencar 3090, Recife, Pernambuco 52041-080","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d13283548-Reviews-Marurao_Comedoria-Recife_State_of_Pernambuco.html","-8.0339","-34.89615",4.5,2,"$",""
"Massarela Grelhados","Acesso para cadeirantes","Brasileira","","Av. Caxangá, 2811 - Cordeiro Recife em frente a JBS veículos, Recife, Pernambuco 50721-000","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d12501586-Reviews-Massarela_Grelhados-Recife_State_of_Pernambuco.html","-8.044883","-34.93167",2.7,26,"$$ - $$$","Acesso para cadeirantes; Lugares para sentar; Reservas; Serviço de mesa"
"Master Pizza Restaurante","","","","Rua Cruz Alta 580, Recife, Pernambuco 52040-211","+55 95 3624-1650","","-8.02697","-34.88151",4,5,"",""
"Mat's Burguer","Aceita cartão de crédito","","","Rua Arabaiana 224, Recife, Pernambuco 51010-200","+5581992264445","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d5735368-Reviews-Mat_s_Burguer-Recife_State_of_Pernambuco.html","-8.08441","-34.8801",4.7,12,"$","Aceita cartão de crédito; Acesso para cadeirantes; American Express; Lugares para sentar; Mastercard; Para levar; Televisão; Visa; Wi-fi gratuito"
"Mauriceia Doces E Salgados","","","","Av: Liberdade N:674, Recife, Pernambuco","+5581988204256","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27390317-Reviews-Mauriceia_Doces_E_Salgados-Recife_State_of_Pernambuco.html","-8.085067","-34.955093",-1,-1,"",""
"Mc Donald'S - Piedade","Acesso para cadeirantes","","","Av. Bernardo Vieira de Melo, 1541, Recife, Pernambuco 54410-010","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d6180460-Reviews-Mc_Donald_S_Piedade-Recife_State_of_Pernambuco.html","-8.201885","-34.917835",4,49,"$","Acesso para cadeirantes; Para levar"
"McDonald's","","","","Rua do Hosp, Recife, Pernambuco 50060-080","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d4445836-Reviews-McDonald_s-Recife_State_of_Pernambuco.html","-8.06032","-34.88388",4.3,7,"$",""
"McDonald's","","","","Rua Jos Torre, Recife, Pernambuco 50710-000","","","-8.0399","-34.90905",4.1,13,"",""
"McDonald's","Acesso para cadeirantes","","","Av. Governador Agamenon Magalhaes, 153, Recife, Pernambuco 50110-000","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d4722662-Reviews-McDonald_s-Recife_State_of_Pernambuco.html","-8.060702","-34.89816",3.9,22,"$$ - $$$","Acesso para cadeirantes; Para levar"
"McDonald's","","","","Rua Giriquiti, 48 - Lojas 201/202/203/204, Recife, Pernambuco 50070-010","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d4724991-Reviews-McDonald_s-Recife_State_of_Pernambuco.html","-8.06022","-34.8874",4.2,13,"$$ - $$$",""
"McDonald's","Acesso para cadeirantes","","","Av. Agamenon Magalh, Recife, Pernambuco 52031-330","(81) 3423-3791","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d4445609-Reviews-McDonald_s-Recife_State_of_Pernambuco.html","-8.03747","-34.87138",4,24,"$","Acesso para cadeirantes; Para levar"
"Mega Burguer","","","","Rua da Palma 205 Sto Antonio, Recife, Pernambuco 50010-460","","","-8.06476","-34.8805",4.5,4,"$",""
"Megumi Temakeria","","","","Avenida General San Martin 1973 Jiquia, Recife, Pernambuco 50761-000","","","-8.06861","-34.92806",3.7,6,"$$ - $$$",""
"Meio do Mundo Cafe Bistro","Acesso para cadeirantes","Café","","Rua Demóstenes de Olinda 152, Recife, Pernambuco 50610-050","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d11180494-Reviews-Meio_do_Mundo_Cafe_Bistro-Recife_State_of_Pernambuco.html","-8.049894","-34.905052",3.4,56,"$$ - $$$","Acesso para cadeirantes; Lugares para sentar; Para levar; Reservas; Serviço de mesa; Wi-fi gratuito"
"Mello's Maison Refeicoes","","Sul-americana","","Rua do Giriquiti 139 Nova Vilhena, Recife, Pernambuco 50070-010","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d5350887-Reviews-Mello_s_Maison_Refeicoes-Recife_State_of_Pernambuco.html","-8.0599","-34.88815",4.3,4,"",""
"Menos Briga Mais Brigadeiro","Aceita cartão de crédito","Brasileira","","Rua Rio Real 154 Ipsep, Recife, Pernambuco 51190-420","","","-8.061488","-34.900196",5,17,"$$ - $$$","Aceita cartão de crédito; Serviço de mesa"
"Mercadinho Balaio Cheio","","","","Rua 21 De Abril, Recife, Pernambuco","+558134226969","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27385474-Reviews-Mercadinho_Balaio_Cheio-Recife_State_of_Pernambuco.html","-8.075352","-34.918674",-1,-1,"",""
"Mercadinho Compre Mais","","","","Rua Das Crianças, 185, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27405691-Reviews-Mercadinho_Compre_Mais-Recife_State_of_Pernambuco.html","-8.02335","-34.8981",-1,-1,"",""
"Mercadinho Dos Amigos","","","","Rua Tenente Mindelo, 409, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27398756-Reviews-Mercadinho_Dos_Amigos-Recife_State_of_Pernambuco.html","-8.07581","-34.92686",-1,-1,"",""
"Mercadinho Lays","","","","Rua Vasco Da Gama, 540, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27385540-Reviews-Mercadinho_Lays-Recife_State_of_Pernambuco.html","-8.016422","-34.92056",-1,-1,"",""
"Mercadinho Menino Jesus","","","","Travessa Guaraciaba, 129, Recife, Pernambuco","+558134866830","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27229884-Reviews-Mercadinho_Menino_Jesus-Recife_State_of_Pernambuco.html","-8.124815","-34.94504",-1,-1,"",""
"Mercadinho San Martins","","","","Rua Flora Rica, 335, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27398774-Reviews-Mercadinho_San_Martins-Recife_State_of_Pernambuco.html","-8.07385","-34.93179",-1,-1,"",""
"Mercadinho Secos e Molhados","","","","Rua Leopoldo Bulhões, 125, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27405619-Reviews-Mercadinho_Secos_e_Molhados-Recife_State_of_Pernambuco.html","-8.036331","-34.961433",-1,-1,"",""
"Mercado Restaurante","","Sul-americana","","Estrada Real do Poço 62, Recife, Pernambuco 52061-200","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d24144126-Reviews-Mercado_Restaurante-Recife_State_of_Pernambuco.html","-8.035417","-34.921135",-1,-1,"",""
"Mercado da Madalena","Serve bebida alcoólica","Brasileira","","Rua Real da Torre, Recife, Pernambuco","+5581998310826","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d953276-Reviews-Mercado_da_Madalena-Recife_State_of_Pernambuco.html","-8.05229","-34.90842",3.9,76,"$","Serve bebida alcoólica; Serviço de mesa"
"Mercado e Cafe Maravilha","","","","Rua Monsenhor Paulo 14, Recife, Pernambuco 51021-440","8133259163","","-8.12784","-34.90889",5,1,"",""
"Mercadão Sanduicheria Graças","Hamburgueria onde os sabores únicos e autênticos ganham vida em cada mordida. Localizada no coração da nossa querida região, nossa hamburgueria é um ponto de encontro perfeito para amantes de hambúrgueres artesanais e da culinária nordestina.","","","Rua Antônio Novais, 192d Graças, Recife, Pernambuco 52050-260","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27765565-Reviews-Mercadao_Sanduicheria_Gracas-Recife_State_of_Pernambuco.html","-8.043343","-34.90043",-1,-1,"","Aceita cartão de crédito; Entrega; Mastercard; Pagamento digital; Serve bebida alcoólica; Visa"
"Mercearia Do Braz","Bar, restaurante e danceteria.","Bar","","Rua Visconde de Goiana 139, Recife, Pernambuco 50070-405","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d10350132-Reviews-Mercearia_Do_Braz-Recife_State_of_Pernambuco.html","-8.06309","-34.890205",3.8,28,"$$ - $$$","Lugares para sentar; Serve bebida alcoólica; Serviço de mesa"
"Mercearia Pará","Aceita cartão de crédito","","","Rua Olímpio Tavares, 110, Recife, Pernambuco 52051-400","+55 81998954466","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d28133911-Reviews-Mercearia_Para-Recife_State_of_Pernambuco.html","-8.028622","-34.91357",5,1,"","Aceita cartão de crédito; Acesso para cadeirantes; American Express; Estacionamento na rua; Familiar; Lugares para sentar; Mastercard; Mesas ao ar livre; Restaurantes para não-fumantes; Serve bebida alcoólica; Serviço de mesa; Vinho e cerveja; Visa; Wi-fi gratuito"
"Mia 182","Lugares para sentar","Café","","Rua do Apolo 182, Recife, Pernambuco 50030-220","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d15061595-Reviews-Mia_182-Recife_State_of_Pernambuco.html","-8.06113","-34.87202",4.5,12,"$","Lugares para sentar; Reservas; Serviço de mesa"
"Miestre La Gula","","","","Av S Paulo, 545, Recife, Pernambuco 50910-250","","","-8.08169","-34.93996",3.6,5,"$$ - $$$",""
"Mignac's Refeicoes","","","","Avenida Professor Moraes Rego 314 Iputinga, Recife, Pernambuco 50670-900","","","-8.04168","-34.94321",-1,-1,"",""
"Mil Koisas","","","","Rua Dom Manoel Pereira 52 Centro, Recife, Pernambuco 50050-140","","","-8.05353","-34.88859",-1,-1,"",""
"Milk Shake","","","","Rua Gomes Taborda 1206 Cordeiro, Recife, Pernambuco 50630-255","","","-8.05584","-34.92233",-1,-1,"",""
"Mineiro Delivery","No Mineiro Delivery você encontra a verdadeira comida caseira, tipicamente brasileira. Os nossos pratos são produzidos com ingredientes de qualidade, fazendo com que o sabor fique delicioso e inigualável. Tudo feito na hora com muito carinho. Ligue 3221-0727 e saboreie o melhor tempero da tradicional cozinha brasileira.","","","Rua Gervásio Píres, 521 Santo Amaro, Recife, Pernambuco 50050-070","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d12632987-Reviews-Mineiro_Delivery-Recife_State_of_Pernambuco.html","-8.057918","-34.88547",-1,-1,"$",""
"Mini Kalzone","","","","Avenida Governador Agamenon Magalhães, 151, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27189275-Reviews-Mini_Kalzone-Recife_State_of_Pernambuco.html","-8.038027","-34.871834",-1,-1,"",""
"Mirait Temakeria","","","","Rua Cesária Campelo 41, Recife, Pernambuco 50680-060","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d23637727-Reviews-Mirait_Temakeria-Recife_State_of_Pernambuco.html","-8.061488","-34.900196",-1,-1,"",""
"Mirante Capibaribe","","","","Rua Leoberto Leal, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27390191-Reviews-Mirante_Capibaribe-Recife_State_of_Pernambuco.html","-8.040688","-34.961826",-1,-1,"",""
"Miros","","","","Rua Mossoro 119 San Martin, Recife, Pernambuco 50761-290","","","-8.06923","-34.9285",3.5,2,"",""
"Mistura De Paladar","","","","Rua Carlos Pereira Falcao 509 Centro, Recife, Pernambuco 51021-350","","","-8.12521","-34.90263",4,1,"",""
"Moda Nostra Pizza Delivery","","Pizza","","Avenida Presidente Castelo Branco 6505 Candeias, Recife, Pernambuco 54440-052","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d10034328-Reviews-Moda_Nostra_Pizza_Delivery-Recife_State_of_Pernambuco.html","-8.21269","-34.92101",4.2,10,"",""
"Modigliani Bistrô","Aceita cartão de crédito","Mediterrânea","","Rua dos Arcos, 31 Poço da Panela, Recife, Pernambuco 52071-440","+55 81 30340996","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d9731900-Reviews-Modigliani_Bistro-Recife_State_of_Pernambuco.html","-8.033878","-34.922626",3.8,120,"$$ - $$$","Aceita cartão de crédito; Acesso para cadeirantes; Estacionamento com manobrista; Familiar; Lugares para sentar; Mastercard; Pagamento digital; Reservas; Serve bebida alcoólica; Serviço de mesa; Vinho e cerveja; Visa; Wi-fi gratuito"
"Moendo Na Laje","Descubra o Moendo na Laje, um restaurante que celebra a rica culinária pernambucana em um ambiente acolhedor e descontraído. Situado no coração de Recife, nosso cardápio assinado pelo chef revelação Rapha Vasconcellos. Pratos que exaltam os sabores e tradições do Nordeste, preparados com ingredientes frescos e de alta qualidade. No Moendo na Laje, cada refeição é uma homenagem à nossa herança culinária. Desde os pratos clássicos até criações contemporâneas, nossa cozinha é um convite para explorar e se encantar com a gastronomia local. Venha viver uma experiência inesquecível, onde a cultura e a paixão pela boa comida se encontram em cada prato.","Bar","","Av. Alfredo Lisboa 810 7th Floor, Recife, Pernambuco 50030-150","+55 81 99437-6621","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d25305995-Reviews-Moendo_Na_Laje-Recife_State_of_Pernambuco.html","-8.059195","-34.86967",4.9,1137,"$$ - $$$","Aceita cartão de crédito; Acesso para cadeirantes; American Express; Balcão externo; Bar completo; Cadeiras para bebês; Discover; Estacionamento disponível; Estacionamento na rua; Familiar; Lugares para sentar; Mastercard; Mesas ao ar livre; Música ao vivo; Praia; Reservas; Serve bebida alcoólica; Serviço de mesa; Vinho e cerveja; Visa; Wi-fi gratuito"
"Mood Real Food","Comida saudável, prática e muito gostosa. Saladas no copo, sobremesas leves, café orgânico, sucos saudáveis, lanches funcionais, açaí sem xarope ou adoçantes e muito mais.","Internacional","","Avenida Republica do Libano 271 Piso L1, Recife, Pernambuco 51110-972","+558131280800","","-8.08684","-34.89102",-1,-1,"$",""
"Mooo Sandwich Bar","Em um ambiente moderno e descolado, o Mooo Sandwich Bar oferece um cardápio atual e dinâmico assinado pela Chef Miau Caldas. Burgers, hot-dogs, tacos e sanduíches - além de deliciosas saladas são servidos em uma atmosfera única. Com uma trilha sonora descolada, o local ideal para reunir amigos e tomar uma cerveja artesanal, caipis diferentes, uma carta de Gin&Tonic sensacional e vinhos super acessíveis. Somos petfriedly, com um cardápio especial para seu melhor amigo!","Bar","","Rua Carlos Pereira Falcão, 311, Recife, Pernambuco 51021-350","+55 81 3049-0625","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d4730646-Reviews-Mooo_Sandwich_Bar-Recife_State_of_Pernambuco.html","-8.125562","-34.90111",4.2,232,"$$ - $$$","Aceita cartão de crédito; Acesso para cadeirantes; Estacionamento na rua; Lugares para sentar; Para levar; Permite cães; Reservas; Serve bebida alcoólica; Serviço de mesa; Vinho e cerveja; Wi-fi gratuito"
"Moory Catarinense","","","","Avenida Da Recuperacao KM 57 SN Posto Serra V Guabiraba, Recife, Pernambuco","","","-7.99207","-34.93638",-1,-1,"",""
"Moria Pizzas e Lanches","","","","Estrada Real do Poco 558 Poco Da Panela, Recife, Pernambuco 52061-200","","","-8.03674","-34.92505",4,1,"",""
"Motche restô","Aceita cartão de crédito","","","Rua Silveira Lobo, 294, Recife, Pernambuco 52061-030","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d14067693-Reviews-Motche_resto-Recife_State_of_Pernambuco.html","-8.029622","-34.922115",4.8,29,"$$ - $$$","Aceita cartão de crédito; Entrega; Estacionamento na rua; Lugares para sentar; Mastercard; Para levar; Permite cães; Reservas; Serve bebida alcoólica; Serviço de mesa; Vinho e cerveja; Visa; Wi-fi gratuito"
"Mr Fit Jaqueira","A new concept in Healthy Cafeteria next to Jaqueira Park! The most delicious healthy foods, right in the heart of the North Zone.","Pizza","","Rua Deputado Pedro Pires Ferreira 405 loja 07, Galeria da Academia Life, Recife, Pernambuco 52050-480","","","-8.0386","-34.90489",-1,-1,"$",""
"Mr. Hoppy Beer & Burger","Aceita cartão de crédito","","","Rua Maria Carolina 331, Recife, Pernambuco 51020-220","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d13317523-Reviews-Mr_Hoppy_Beer_Burger-Recife_State_of_Pernambuco.html","-8.114562","-34.8963",3.6,51,"$$ - $$$","Aceita cartão de crédito; Acesso para cadeirantes; Balcão externo; Lugares para sentar; Mesas ao ar livre; Música ao vivo; Pagamento digital; Para levar; Permite cães; Reservas; Serve bebida alcoólica"
"Mr. Wine Truck","","","","Rua Nestor Silva, 162 Ao lado do Hiper Casa Forte, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d11841658-Reviews-Mr_Wine_Truck-Recife_State_of_Pernambuco.html","-8.03869","-34.91369",5,1,"",""
"Mr.Fit","Maior rede de fast food saudável do país. Comida saborosa e com preço acessível.","","","Rua Ribeiro de Brito 465, Recife, Pernambuco 51021-310","","","-8.12343","-34.90119",-1,-1,"$",""
"Mustang Chopp","","","","Avenida Beberibe 3051 Centro, Recife, Pernambuco 52130-135","","","-8.004761","-34.895653",3.8,4,"",""
"Na Louça","","","","Rua Luiz Pimentel 121, Recife, Pernambuco 51030-350","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d13233801-Reviews-Na_Louca-Recife_State_of_Pernambuco.html","-8.13765","-34.90598",4.3,10,"$",""
"Na Venda Chocolates e Cafés","","","","Rua Capitao Rebelinho 735, Recife, Pernambuco 51011-010","8131325651","","-8.09736","-34.88455",4.8,4,"",""
"Nas Ubaias Food Park","","Bar","","Estrada das Ubaias, 456, Casa Forte, Recife, Pernambuco 52061-080","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d15850715-Reviews-Nas_Ubaias_Food_Park-Recife_State_of_Pernambuco.html","-8.03261","-34.91986",5,1,"",""
"Natural Sucos","","","","Rua do Sossego 112 Boa Vista, Recife, Pernambuco 50100-150","","","-8.08193","-34.95418",5,1,"",""
"Nemaki Sushi","Japonese food delivery made with love.","Japonesa","","Rua Artur Azevedo 78 Rua Sem Saída, Recife, Pernambuco 52021-190","+(55)81982864574","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d23159681-Reviews-Nemaki_Sushi-Recife_State_of_Pernambuco.html","-8.038241","-34.891014",-1,-1,"$",""
"Nemo Sushi Recife","","","","Rua Da Harmonia 732 Casa Forte, Recife, Pernambuco","","","-8.061488","-34.900196",4,1,"",""
"New China","","","","Rua 48, 452 Vl Dos Cabanos, Recife, Pernambuco 52020-060","","","-8.0445","-34.89018",4.5,2,"",""
"Nez Bistro","O Nez Bistrô é um restaurante de culinária franco-italiana localizado no bairro de Casa Forte. Inaugurado em dezembro de 2007, funciona em um sobrado do século XVII tombado como patrimônio histórico. A casa tem capacidade para atender 75 pessoas em dois espaços: o térreo e o primeiro andar e conta ainda com uma loja de vinhos.","Contemporânea","","Rua Praça de Casa Forte, 314 Casa Forte, Recife, Pernambuco 52061-420","+55 81 3034-7873","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d3968289-Reviews-Nez_Bistro-Recife_State_of_Pernambuco.html","-8.033197","-34.918854",4.6,1107,"$$$$","Aceita cartão de crédito; Acesso para cadeirantes; Cadeiras para bebês; Lugares para sentar; Reservas; Serve bebida alcoólica; Serviço de mesa; Wi-fi gratuito"
"Nikkey Culinária Oriental","Best Japanese Food in Recife, PE - Brasil.","Brasileira","","Avenida Conselheiro Aguiar 666 A, Recife, Pernambuco 51011-030","","","-8.096367","-34.88504",3.8,29,"$$ - $$$","Acesso para cadeirantes; Entrega; Lugares para sentar; Para levar; Reservas; Serviço de mesa"
"Nikko","Aceita cartão de crédito","Sushi","","Avenida Conselheiro Aguiar 1712, Recife, Pernambuco 51111-010","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d2170905-Reviews-Nikko-Recife_State_of_Pernambuco.html","-8.105154","-34.88856",4.1,399,"$$$$","Aceita cartão de crédito; Acesso para cadeirantes; Bar completo; Cadeiras para bebês; Estacionamento com manobrista; Lugares para sentar; Reservas; Serve bebida alcoólica; Serviço de mesa; Wi-fi gratuito"
"Ninetto Recife ","","","","Republica Do Libano, Recife, Pernambuco","","","-8.085342","-34.889675",3.6,5,"",""
"Nommade","Aceita cartão de crédito","","","Estrada Real do Poco 62, Recife, Pernambuco 52061-200","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d23143350-Reviews-Nommade-Recife_State_of_Pernambuco.html","-8.035516","-34.92105",4.7,27,"$$ - $$$","Aceita cartão de crédito; Lugares para sentar; Serviço de mesa"
"Nori Box Temakeria","","Sushi","","Avenida Caxangá, 5808 No posto Shell ao lado da integração da caxangá, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d10450598-Reviews-Nori_Box_Temakeria-Recife_State_of_Pernambuco.html","-8.031165","-34.955505",4,9,"$$ - $$$",""
"Nostra Pizza","","","","Avenida Hildebrando de Vasconcelos 14 Beberibe, Recife, Pernambuco 52140-000","","","-7.989076","-34.9166",-1,-1,"",""
"Notaro Restaurante & Pizzaria","Charmoso restaurante e pizzaria localizado na galeria Centro Sul no coração de Boa Viagem, servimos desde pratos executivos até pizzas e petiscos, tudo com qualidade diferenciada.","Bar","","Av Conselheiro Aguiar, 1360, Loja 27 Galeria Centro Sul, Recife, Pernambuco 51011-030","+55 81 3221-4701","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d14044952-Reviews-Notaro_Restaurante_Pizzaria-Recife_State_of_Pernambuco.html","-8.102506","-34.887817",4.9,36,"$$ - $$$","Aceita cartão de crédito; Acesso para cadeirantes; American Express; Bar completo; Bares de esportes; Cadeiras para bebês; Entrega; Estacionamento com manobrista; Estacionamento com validação; Estacionamento disponível; Estacionamento privado grátis; Familiar; Lugares para sentar; Mastercard; Mesas ao ar livre; Música ao vivo; Pagamento digital; Para levar; Permite cães; Reservas; Restaurante privativo; Serve bebida alcoólica; Serviço de mesa; Televisão; Traga sua própria bebida; Vinho e cerveja; Visa; Wi-fi gratuito"
"Nova Kis Restaurante E Pizzaria","Entrega","Pizza","","Avenida Gen Polidoro 590 Cidade Universitária, Recife, Pernambuco 50740-050","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d4535007-Reviews-Nova_Kis_Restaurante_E_Pizzaria-Recife_State_of_Pernambuco.html","-8.04217","-34.94697",3.5,24,"$","Entrega; Lugares para sentar; Para levar"
"O Amarelinho","Acesso para cadeirantes","Bar","","Rua Jack Ayres 210 Boa Viagem, Recife, Pernambuco 51020-310","","","-8.11966","-34.90043",3.9,20,"$","Acesso para cadeirantes; Lugares para sentar; Serviço de mesa"
"O Bom de Garfo","","","","Avenida Vsc de Jequitinhonha 366 Boa Viagem, Recife, Pernambuco","","","-8.12412","-34.90386",4,1,"$$ - $$$",""
"O Cangaceiro Rest","","","","R Melqui Ribeiro Roma, 31 Pina, Recife, Pernambuco 51010-730","","","-8.08794","-34.88899",3.3,6,"",""
"O Chá Mate & lanchonete","","","","Rua Siqueira Campos 279 Loja 28, Edf. Brasilia, Bairro de Santo Antonio, Recife, Pernambuco 50010-010","","","-8.06267","-34.87897",4,2,"",""
"O Costelao","","","","Rua Muniz Ferreira 367 Ibura, Recife, Pernambuco 51240-300","","","-8.12731","-34.93842",4.7,3,"",""
"O Eskinao","","","","Rua da Concordia 554 Jd Lola, Recife, Pernambuco 50020-055","","","-8.06865","-34.88234",5,1,"",""
"O Frango Assado & Cia","Acesso para cadeirantes","Sul-americana","","Estrada do Bongi 995 Centro, Recife, Pernambuco 50751-075","+55 81 3127-3307","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d5391982-Reviews-O_Frango_Assado_Cia-Recife_State_of_Pernambuco.html","-8.06492","-34.91679",3.4,16,"$$ - $$$","Acesso para cadeirantes; Para levar"
"O Galetinho Do Matuto","","Pub","","Avenida General Mac Arthur 479 Centro, Recife, Pernambuco 51160-280","","","-8.10967","-34.90773",4.5,2,"",""
"O Magnata","","","","Rua Joao Uzeda Luna 103 Agua Fria, Recife, Pernambuco 52111-310","","","-8.01876","-34.89506",-1,-1,"",""
"O Marisqueiro Bar E Restaurante","","","","Rua Badejo, 12 Brasilia Teimosa, Recife, Pernambuco 51010-040","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d8238701-Reviews-O_Marisqueiro_Bar_E_Restaurante-Recife_State_of_Pernambuco.html","-8.080328","-34.877037",4.3,3,"$$ - $$$",""
"O Pioneiro Da Fava","","","","Avenida Sebastiao Salazar 26 Centro, Recife, Pernambuco 52221-170","","","-8.010833","-34.888474",3.8,4,"",""
"O Porto Restaurante e Cafe - TCE","O Porto Restaurante traz mais sabor, tradição e qualidade para o dia a dia com uma proposta bem diferenciada. Além do tradicional self-service completo, temos O Porto light, que oferece opções variadas de pratos saudáveis para quem não quer sair da dieta. A ceia, os lanches e cafés também fazem parte do nosso cardápio.","Brasileira","","Rua da Aurora, 885 Dentro do Tribunal de Contas de Pernambuco, Recife, Pernambuco 50040-090","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d12500453-Reviews-O_Porto_Restaurante_e_Cafe_TCE-Recife_State_of_Pernambuco.html","-8.056401","-34.878326",-1,-1,"$",""
"O Porto Restaurante e Café - TRF","O Porto Restaurante e Café traz mais sabor, tradição e qualidade no dia a dia com uma proposta diferenciada.","Brasileira","","Cais do Apolo Tribunal Regional Federal da 5° Região, 16º andar, Recife, Pernambuco 50030-908","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d8677034-Reviews-O_Porto_Restaurante_e_Cafe_TRF-Recife_State_of_Pernambuco.html","-8.0568","-34.87218",4.3,7,"$$ - $$$","Acesso para cadeirantes; American Express; Bufê; Estacionamento disponível; Lugares para sentar; Mastercard; Para levar; Reservas; Visa"
"O Porto","O Porto Restaurante e Pizzaria traz mais sabor, tradição e qualidade No dia a dia com uma proposta diferenciada.","Lanchonete","","Avenida Governador Agamenon Magalhaes, 153 Shopping Tacaruna, Praça Olinda, Loja 410, Recife, Pernambuco 52010-903","+55 81 3221-0373","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d11827672-Reviews-O_Porto-Recife_State_of_Pernambuco.html","-8.037696","-34.871098",3.3,3,"$","Aceita cartão de crédito; American Express; Entrega; Mastercard; Pagamento digital; Para levar; Visa"
"O Regional Do Nordeste","","Sul-americana","","Rua Princesa Isabel 142 Jd Carapina, Recife, Pernambuco 50050-450","","","-8.05876","-34.88099",5,1,"",""
"O Rei Da Dobradinha","","","","Avenida Caxanga 380 Centro, Recife, Pernambuco 50610-230","","","-8.05509","-34.91236",4,2,"",""
"O Rei Do Pastel","","","","Rua Antonio Pinheiro 17 Areias, Recife, Pernambuco 50870-170","","","-8.09584","-34.9294",5,1,"",""
"Oca Cervejaria Restaurante","","","","Rua da Hora 56 Tamarineira, Recife, Pernambuco 52020-015","","","-8.04234","-34.89146",-1,-1,"",""
"Oficina Da Picanha","","","","Rua Desembargador Joao Paes 214 Jd Maluche, Recife, Pernambuco 51021-360","","","-8.12655","-34.90047",4,1,"",""
"Oficina De Pasteis","","","","Rua do Sossego 113 Boa Vista, Recife, Pernambuco 50100-150","","","-8.04957","-34.88095",4.5,2,"",""
